Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level,AI_User_Segment,GPA_Gap
138077,STEM,Graduate,3.308,28.44,Summarizing_Reading,Advanced,4.0,False,5.89,7.0,Actively_Encouraged,6.0,3.504,84.17,High,Heavy,0.196
138078,Business,Senior,3.461,7.62,Summarizing_Reading,Intermediate,2.0,False,12.31,4.0,Allowed_With_Citation,1.0,3.736,79.57,Medium,Moderate,0.275
138079,STEM,Graduate,3.461,16.77,Copywriting/Drafting,Advanced,5.0,True,10.07,6.0,Actively_Encouraged,4.0,4.0,96.25,High,Heavy,0.539
138080,Humanities,Junior,2.648,1.55,Copywriting/Drafting,Intermediate,1.0,True,15.79,1.0,Strict_Ban,3.0,3.301,72.81,Medium,Light,0.653
138081,Business,Sophomore,3.096,6.92,Direct_Answer_Generation,Beginner,1.0,True,10.65,3.0,Allowed_With_Citation,7.0,3.326,63.4,Low,Moderate,0.23
138082,Humanities,Junior,3.113,0.71,Debugging/Troubleshooting,Beginner,2.0,True,10.5,1.0,Strict_Ban,2.0,3.267,50.52,Low,Light,0.154
138083,Medical,Freshman,2.821,17.42,Summarizing_Reading,Beginner,1.0,True,8.0,3.0,Strict_Ban,6.0,2.954,66.57,High,Heavy,0.133
138084,Business,Junior,3.178,8.25,Direct_Answer_Generation,Beginner,2.0,True,8.85,2.0,Allowed_With_Citation,2.0,3.469,69.38,Medium,Moderate,0.291
138085,Medical,Graduate,3.533,3.79,Debugging/Troubleshooting,Intermediate,4.0,True,22.4,4.0,Actively_Encouraged,1.0,3.987,67.65,Low,Light,0.454
138086,STEM,Senior,3.612,5.72,Debugging/Troubleshooting,Beginner,3.0,True,16.26,2.0,Actively_Encouraged,7.0,3.875,85.56,Medium,Moderate,0.263
138087,Medical,Freshman,3.617,0.14,Copywriting/Drafting,Beginner,2.0,False,10.39,3.0,Allowed_With_Citation,5.0,3.602,56.0,Low,Light,-0.015
138088,Business,Senior,3.577,6.79,Ideation,Beginner,2.0,True,23.38,2.0,Allowed_With_Citation,1.0,4.0,95.92,Low,Moderate,0.423
138089,Business,Freshman,2.933,4.7,Summarizing_Reading,Intermediate,3.0,True,6.5,2.0,Allowed_With_Citation,5.0,2.955,71.45,Medium,Light,0.022
138090,Medical,Sophomore,2.596,13.24,Ideation,Intermediate,2.0,True,10.91,6.0,Actively_Encouraged,6.0,2.821,70.19,High,Moderate,0.225
138091,Business,Senior,3.058,25.51,Ideation,Advanced,3.0,False,1.0,7.0,Allowed_With_Citation,8.0,3.238,88.55,High,Heavy,0.18
138092,Arts,Freshman,2.982,4.37,Debugging/Troubleshooting,Beginner,2.0,False,12.36,4.0,Allowed_With_Citation,6.0,3.151,73.1,Medium,Light,0.169
138093,Business,Sophomore,2.018,14.88,Ideation,Intermediate,2.0,False,15.7,2.0,Allowed_With_Citation,4.0,2.123,55.86,High,Moderate,0.105
138094,Business,Freshman,3.738,8.22,Debugging/Troubleshooting,Advanced,3.0,True,7.89,2.0,Strict_Ban,4.0,3.977,100.0,Medium,Moderate,0.239
138095,Humanities,Graduate,2.13,10.47,Ideation,Beginner,3.0,False,15.45,5.0,Strict_Ban,2.0,2.277,64.47,High,Moderate,0.147
138096,STEM,Freshman,2.404,9.17,Debugging/Troubleshooting,Beginner,1.0,False,7.41,4.0,Allowed_With_Citation,4.0,2.493,61.78,Medium,Moderate,0.089
138097,Business,Junior,3.474,14.49,Debugging/Troubleshooting,Intermediate,3.0,True,17.88,7.0,Allowed_With_Citation,3.0,4.0,70.55,High,Moderate,0.526
138098,Medical,Sophomore,3.611,0.09,Copywriting/Drafting,Beginner,2.0,False,12.43,3.0,Allowed_With_Citation,3.0,3.91,67.88,Low,Light,0.299
138099,Arts,Junior,3.826,6.15,Copywriting/Drafting,Beginner,3.0,False,11.59,4.0,Actively_Encouraged,2.0,4.0,53.8,Medium,Moderate,0.174
138100,Business,Freshman,3.941,6.66,Ideation,Beginner,1.0,False,22.9,1.0,Allowed_With_Citation,2.0,4.0,79.05,Low,Moderate,0.059
138101,Business,Senior,2.917,2.15,Ideation,Advanced,3.0,True,12.74,4.0,Strict_Ban,3.0,3.369,88.33,Low,Light,0.452
138102,Humanities,Senior,3.738,1.22,Copywriting/Drafting,Beginner,1.0,True,13.35,2.0,Strict_Ban,5.0,3.824,78.83,Low,Light,0.086
138103,STEM,Freshman,3.288,7.1,Debugging/Troubleshooting,Beginner,1.0,False,11.39,3.0,Actively_Encouraged,4.0,3.408,75.62,Medium,Moderate,0.12
138104,STEM,Graduate,3.204,3.38,Debugging/Troubleshooting,Advanced,5.0,False,6.64,2.0,Strict_Ban,7.0,3.629,74.13,Low,Light,0.425
138105,STEM,Graduate,3.772,4.73,Summarizing_Reading,Advanced,3.0,False,17.53,3.0,Strict_Ban,6.0,3.958,77.84,Medium,Light,0.186
138106,Business,Sophomore,3.738,7.98,Ideation,Advanced,3.0,False,11.35,4.0,Actively_Encouraged,3.0,3.89,69.0,High,Moderate,0.152
138107,Arts,Sophomore,3.044,9.77,Copywriting/Drafting,Intermediate,4.0,True,3.47,5.0,Actively_Encouraged,3.0,3.056,69.37,Medium,Moderate,0.012
138108,STEM,Junior,3.382,5.31,Ideation,Beginner,2.0,False,5.16,6.0,Allowed_With_Citation,8.0,3.536,54.12,Medium,Moderate,0.154
138109,STEM,Junior,3.49,18.04,Ideation,Advanced,3.0,False,14.32,6.0,Strict_Ban,6.0,4.0,79.57,Medium,Heavy,0.51
138110,Humanities,Sophomore,3.102,4.76,Direct_Answer_Generation,Beginner,2.0,False,7.21,3.0,Allowed_With_Citation,4.0,3.511,69.74,Medium,Light,0.409
138111,STEM,Senior,3.449,14.89,Debugging/Troubleshooting,Beginner,2.0,True,8.04,5.0,Allowed_With_Citation,5.0,3.539,88.2,Low,Moderate,0.09
138112,Humanities,Freshman,3.597,0.91,Copywriting/Drafting,Advanced,5.0,False,16.58,2.0,Allowed_With_Citation,6.0,3.735,72.73,Low,Light,0.138
138113,STEM,Sophomore,3.752,4.91,Debugging/Troubleshooting,Intermediate,2.0,True,9.31,3.0,Actively_Encouraged,1.0,3.65,81.03,Low,Light,-0.102
138114,Humanities,Junior,3.865,1.3,Debugging/Troubleshooting,Beginner,1.0,False,8.41,2.0,Strict_Ban,5.0,4.0,89.74,Medium,Light,0.135
138115,Medical,Senior,3.686,0.28,Debugging/Troubleshooting,Beginner,3.0,False,13.56,1.0,Allowed_With_Citation,3.0,3.588,75.01,High,Light,-0.098
138116,Humanities,Graduate,3.922,6.79,Copywriting/Drafting,Beginner,2.0,True,11.61,3.0,Actively_Encouraged,5.0,4.0,100.0,Medium,Moderate,0.078
138117,Arts,Sophomore,3.283,0.76,Debugging/Troubleshooting,Intermediate,4.0,False,12.96,2.0,Allowed_With_Citation,2.0,3.472,80.9,Low,Light,0.189
138118,Business,Sophomore,3.823,5.44,Direct_Answer_Generation,Beginner,2.0,False,22.95,5.0,Strict_Ban,2.0,3.908,65.36,High,Moderate,0.085
138119,Humanities,Sophomore,2.936,6.93,Copywriting/Drafting,Intermediate,4.0,False,19.06,5.0,Allowed_With_Citation,7.0,3.157,96.36,Low,Moderate,0.221
138120,Arts,Junior,3.1,6.59,Copywriting/Drafting,Intermediate,4.0,False,12.66,4.0,Allowed_With_Citation,5.0,3.261,91.26,High,Moderate,0.161
138121,Business,Senior,3.705,0.91,Ideation,Advanced,4.0,True,16.36,2.0,Allowed_With_Citation,3.0,3.929,99.9,Low,Light,0.224
138122,STEM,Freshman,3.031,2.26,Copywriting/Drafting,Beginner,2.0,False,6.26,2.0,Allowed_With_Citation,1.0,3.105,72.39,Low,Light,0.074
138123,STEM,Senior,2.783,0.48,Debugging/Troubleshooting,Beginner,3.0,False,14.25,4.0,Allowed_With_Citation,3.0,3.136,64.14,Low,Light,0.353
138124,Arts,Sophomore,3.186,1.04,Copywriting/Drafting,Intermediate,2.0,False,19.51,1.0,Actively_Encouraged,1.0,3.307,87.99,Low,Light,0.121
138125,Humanities,Graduate,2.818,3.0,Ideation,Intermediate,3.0,True,8.4,4.0,Allowed_With_Citation,7.0,2.897,85.96,Medium,Light,0.079
138126,Humanities,Sophomore,3.684,13.33,Copywriting/Drafting,Advanced,4.0,True,11.93,4.0,Actively_Encouraged,2.0,3.645,77.71,Medium,Moderate,-0.039
138127,STEM,Junior,3.163,20.92,Debugging/Troubleshooting,Beginner,3.0,False,7.31,5.0,Allowed_With_Citation,3.0,3.343,75.44,High,Heavy,0.18
138128,STEM,Sophomore,2.772,6.78,Debugging/Troubleshooting,Intermediate,2.0,False,6.56,4.0,Allowed_With_Citation,1.0,2.871,91.78,High,Moderate,0.099
138129,Arts,Junior,3.23,0.77,Summarizing_Reading,Beginner,1.0,True,13.32,4.0,Allowed_With_Citation,5.0,3.366,61.19,High,Light,0.136
138130,Arts,Junior,2.646,18.72,Copywriting/Drafting,Advanced,5.0,True,4.11,6.0,Actively_Encouraged,3.0,2.824,100.0,Medium,Heavy,0.178
138131,Business,Senior,3.405,4.7,Copywriting/Drafting,Beginner,1.0,True,17.74,1.0,Actively_Encouraged,1.0,3.812,62.88,Medium,Light,0.407
138132,STEM,Freshman,2.864,11.94,Debugging/Troubleshooting,Advanced,3.0,False,7.62,4.0,Allowed_With_Citation,1.0,3.366,85.31,Low,Moderate,0.502
138133,Medical,Sophomore,3.589,1.65,Summarizing_Reading,Beginner,1.0,False,9.38,3.0,Actively_Encouraged,5.0,3.925,75.43,Low,Light,0.336
138134,Business,Junior,3.324,9.85,Ideation,Intermediate,3.0,False,15.3,6.0,Strict_Ban,5.0,3.515,79.32,Low,Moderate,0.191
138135,Arts,Junior,2.796,0.04,Copywriting/Drafting,Beginner,2.0,True,9.47,3.0,Allowed_With_Citation,2.0,3.057,48.42,Low,Light,0.261
138136,STEM,Senior,2.274,7.24,Debugging/Troubleshooting,Advanced,5.0,False,22.97,4.0,Allowed_With_Citation,5.0,3.026,97.83,Medium,Moderate,0.752
138137,Humanities,Graduate,3.519,2.53,Copywriting/Drafting,Intermediate,3.0,False,16.83,2.0,Actively_Encouraged,2.0,3.67,85.63,Medium,Light,0.151
138138,Medical,Freshman,3.544,10.2,Summarizing_Reading,Intermediate,4.0,False,19.82,3.0,Allowed_With_Citation,5.0,3.79,74.61,Low,Moderate,0.246
138139,Humanities,Senior,3.228,4.49,Ideation,Advanced,3.0,False,8.29,4.0,Allowed_With_Citation,1.0,3.356,86.52,High,Light,0.128
138140,Business,Sophomore,2.913,1.95,Ideation,Beginner,1.0,False,3.33,3.0,Strict_Ban,1.0,3.128,70.98,High,Light,0.215
138141,Business,Junior,2.753,4.56,Summarizing_Reading,Advanced,4.0,False,11.22,1.0,Allowed_With_Citation,1.0,2.903,81.78,High,Light,0.15
138142,STEM,Junior,3.246,18.23,Ideation,Intermediate,3.0,False,3.76,6.0,Actively_Encouraged,2.0,3.447,77.06,High,Heavy,0.201
138143,Arts,Freshman,3.235,22.45,Direct_Answer_Generation,Beginner,3.0,True,14.15,7.0,Allowed_With_Citation,5.0,2.964,42.88,High,Heavy,-0.271
138144,STEM,Sophomore,2.413,16.87,Direct_Answer_Generation,Intermediate,1.0,False,3.88,4.0,Actively_Encouraged,4.0,2.177,85.53,High,Heavy,-0.236
138145,Business,Graduate,3.018,13.29,Debugging/Troubleshooting,Beginner,2.0,False,11.87,4.0,Allowed_With_Citation,2.0,3.253,73.98,High,Moderate,0.235
138146,Medical,Freshman,2.609,6.41,Direct_Answer_Generation,Beginner,1.0,False,5.72,3.0,Strict_Ban,7.0,2.686,68.67,Medium,Moderate,0.077
138147,Medical,Freshman,2.963,5.5,Ideation,Advanced,3.0,False,8.25,2.0,Actively_Encouraged,6.0,2.868,81.44,High,Moderate,-0.095
138148,Arts,Senior,2.342,4.83,Copywriting/Drafting,Beginner,1.0,False,12.93,3.0,Allowed_With_Citation,3.0,2.629,77.69,Medium,Light,0.287
138149,Business,Junior,3.66,15.87,Ideation,Beginner,3.0,False,18.56,7.0,Strict_Ban,7.0,3.934,73.41,High,Heavy,0.274
138150,Business,Senior,2.894,37.17,Ideation,Intermediate,5.0,False,1.0,6.0,Actively_Encouraged,6.0,3.16,69.21,High,Heavy,0.266
138151,Business,Sophomore,3.775,5.31,Summarizing_Reading,Beginner,3.0,True,14.5,2.0,Allowed_With_Citation,6.0,3.871,81.12,Low,Moderate,0.096
138152,STEM,Freshman,3.346,1.1,Ideation,Beginner,1.0,True,4.73,1.0,Allowed_With_Citation,4.0,3.238,67.36,Medium,Light,-0.108
138153,STEM,Freshman,2.828,5.57,Debugging/Troubleshooting,Intermediate,3.0,True,19.07,3.0,Allowed_With_Citation,1.0,3.385,83.17,Medium,Moderate,0.557
138154,Business,Freshman,2.837,2.78,Copywriting/Drafting,Advanced,5.0,True,4.4,3.0,Allowed_With_Citation,6.0,2.724,58.23,Low,Light,-0.113
138155,STEM,Sophomore,3.817,20.14,Direct_Answer_Generation,Advanced,3.0,False,17.58,4.0,Actively_Encouraged,1.0,3.805,53.92,Medium,Heavy,-0.012
138156,Medical,Sophomore,3.443,17.49,Summarizing_Reading,Intermediate,3.0,True,7.34,5.0,Allowed_With_Citation,3.0,3.68,62.27,Medium,Heavy,0.237
138157,Humanities,Senior,3.42,2.81,Debugging/Troubleshooting,Intermediate,3.0,False,12.61,3.0,Actively_Encouraged,4.0,3.539,56.22,Low,Light,0.119
138158,STEM,Junior,3.207,5.81,Ideation,Beginner,3.0,False,13.98,5.0,Allowed_With_Citation,4.0,3.435,75.59,Medium,Moderate,0.228
138159,Humanities,Sophomore,3.804,8.22,Copywriting/Drafting,Beginner,1.0,True,13.26,4.0,Allowed_With_Citation,5.0,4.0,86.0,High,Moderate,0.196
138160,Arts,Sophomore,3.672,4.72,Copywriting/Drafting,Beginner,3.0,False,14.82,5.0,Actively_Encouraged,4.0,3.861,57.92,Low,Light,0.189
138161,Medical,Graduate,3.293,3.84,Direct_Answer_Generation,Beginner,2.0,True,5.17,4.0,Strict_Ban,1.0,3.394,76.73,Low,Light,0.101
138162,STEM,Freshman,3.194,2.0,Copywriting/Drafting,Beginner,2.0,False,20.35,2.0,Actively_Encouraged,3.0,3.709,62.29,Low,Light,0.515
138163,Arts,Graduate,3.55,4.4,Debugging/Troubleshooting,Beginner,1.0,False,24.82,3.0,Allowed_With_Citation,4.0,3.776,79.47,Low,Light,0.226
138164,Business,Senior,2.9,16.91,Ideation,Advanced,4.0,False,5.23,3.0,Allowed_With_Citation,2.0,3.096,79.25,High,Heavy,0.196
138165,Business,Junior,3.059,11.76,Debugging/Troubleshooting,Beginner,1.0,True,7.58,5.0,Allowed_With_Citation,4.0,3.223,67.34,Low,Moderate,0.164
138166,Arts,Junior,2.657,13.81,Copywriting/Drafting,Beginner,3.0,False,14.94,5.0,Allowed_With_Citation,7.0,2.781,73.59,Medium,Moderate,0.124
138167,STEM,Junior,2.758,0.2,Debugging/Troubleshooting,Advanced,4.0,False,2.36,1.0,Allowed_With_Citation,5.0,2.681,94.81,Medium,Light,-0.077
138168,Business,Junior,3.762,6.64,Debugging/Troubleshooting,Advanced,3.0,True,9.99,5.0,Actively_Encouraged,5.0,4.0,96.47,Medium,Moderate,0.238
138169,Humanities,Senior,2.825,5.63,Copywriting/Drafting,Beginner,3.0,True,14.63,4.0,Allowed_With_Citation,4.0,2.976,85.6,Medium,Moderate,0.151
138170,STEM,Senior,3.427,1.48,Debugging/Troubleshooting,Intermediate,3.0,True,10.75,2.0,Strict_Ban,3.0,3.738,75.68,Medium,Light,0.311
138171,STEM,Junior,2.835,5.06,Debugging/Troubleshooting,Intermediate,3.0,False,10.28,1.0,Allowed_With_Citation,3.0,3.053,65.44,Low,Moderate,0.218
138172,STEM,Senior,3.396,17.35,Direct_Answer_Generation,Intermediate,2.0,True,16.69,5.0,Actively_Encouraged,3.0,3.482,77.98,High,Heavy,0.086
138173,Business,Senior,2.701,0.84,Debugging/Troubleshooting,Beginner,3.0,True,8.26,1.0,Actively_Encouraged,2.0,2.726,79.55,Medium,Light,0.025
138174,STEM,Sophomore,3.321,9.03,Summarizing_Reading,Beginner,2.0,False,13.26,2.0,Strict_Ban,6.0,3.297,58.22,Medium,Moderate,-0.024
138175,Business,Junior,3.023,2.89,Direct_Answer_Generation,Advanced,4.0,True,13.45,5.0,Allowed_With_Citation,5.0,3.702,76.97,Low,Light,0.679
138176,Business,Junior,3.253,4.91,Ideation,Intermediate,4.0,True,12.74,3.0,Allowed_With_Citation,3.0,3.343,83.23,Low,Light,0.09
138177,Medical,Freshman,3.792,10.9,Summarizing_Reading,Advanced,3.0,False,20.35,3.0,Strict_Ban,5.0,3.841,71.01,Medium,Moderate,0.049
138178,Business,Senior,3.64,18.77,Summarizing_Reading,Beginner,1.0,False,3.63,5.0,Actively_Encouraged,5.0,3.723,71.29,High,Heavy,0.083
138179,Medical,Junior,3.701,0.42,Debugging/Troubleshooting,Intermediate,3.0,True,9.13,1.0,Actively_Encouraged,8.0,3.848,50.02,Medium,Light,0.147
138180,STEM,Freshman,3.732,8.54,Summarizing_Reading,Beginner,2.0,False,16.75,5.0,Allowed_With_Citation,2.0,4.0,76.16,Low,Moderate,0.268
138181,Business,Freshman,3.182,3.61,Ideation,Beginner,1.0,True,11.66,1.0,Allowed_With_Citation,3.0,3.313,53.7,Low,Light,0.131
138182,STEM,Sophomore,3.668,10.33,Summarizing_Reading,Beginner,2.0,True,18.11,5.0,Allowed_With_Citation,1.0,4.0,59.41,Low,Moderate,0.332
138183,Business,Senior,3.939,12.75,Summarizing_Reading,Beginner,1.0,False,17.97,4.0,Allowed_With_Citation,7.0,4.0,99.03,Low,Moderate,0.061
138184,Humanities,Freshman,3.349,1.24,Summarizing_Reading,Advanced,3.0,True,11.3,4.0,Allowed_With_Citation,3.0,3.437,100.0,Medium,Light,0.088
138185,Business,Junior,3.888,14.61,Ideation,Beginner,3.0,True,9.87,7.0,Strict_Ban,10.0,4.0,75.1,High,Moderate,0.112
138186,Humanities,Freshman,2.649,1.6,Debugging/Troubleshooting,Beginner,3.0,False,15.76,1.0,Strict_Ban,4.0,2.605,83.28,Low,Light,-0.044
138187,STEM,Sophomore,3.844,26.06,Ideation,Advanced,3.0,True,13.06,5.0,Strict_Ban,6.0,4.0,78.33,High,Heavy,0.156
138188,Business,Senior,3.082,29.13,Direct_Answer_Generation,Advanced,5.0,False,13.98,8.0,Actively_Encouraged,2.0,2.93,37.59,High,Heavy,-0.152
138189,Medical,Graduate,3.809,13.78,Summarizing_Reading,Beginner,2.0,True,11.34,7.0,Actively_Encouraged,1.0,4.0,46.72,High,Moderate,0.191
138190,STEM,Junior,3.181,21.72,Debugging/Troubleshooting,Beginner,2.0,True,17.9,4.0,Allowed_With_Citation,4.0,3.458,66.68,High,Heavy,0.277
138191,Medical,Graduate,2.824,8.42,Direct_Answer_Generation,Advanced,4.0,False,1.0,5.0,Allowed_With_Citation,6.0,2.86,64.35,High,Moderate,0.036
138192,STEM,Graduate,3.331,5.61,Copywriting/Drafting,Intermediate,4.0,False,15.5,2.0,Allowed_With_Citation,7.0,4.0,71.73,High,Moderate,0.669
138193,Business,Sophomore,3.393,2.85,Ideation,Intermediate,5.0,False,19.94,4.0,Actively_Encouraged,3.0,3.719,79.95,Low,Light,0.326
138194,Medical,Senior,3.183,25.02,Summarizing_Reading,Beginner,2.0,False,8.23,5.0,Actively_Encouraged,2.0,3.43,74.98,Medium,Heavy,0.247
138195,STEM,Senior,2.543,8.79,Debugging/Troubleshooting,Intermediate,2.0,False,6.05,1.0,Allowed_With_Citation,1.0,2.791,66.5,Medium,Moderate,0.248
138196,Humanities,Junior,3.242,2.99,Direct_Answer_Generation,Advanced,4.0,True,20.68,2.0,Allowed_With_Citation,3.0,3.644,73.73,Low,Light,0.402
138197,Humanities,Senior,3.445,2.81,Copywriting/Drafting,Intermediate,1.0,True,10.15,1.0,Allowed_With_Citation,1.0,3.724,87.51,Low,Light,0.279
138198,Humanities,Junior,2.578,7.01,Summarizing_Reading,Advanced,4.0,False,4.71,4.0,Actively_Encouraged,4.0,2.917,95.41,High,Moderate,0.339
138199,Arts,Sophomore,2.753,10.15,Copywriting/Drafting,Beginner,1.0,True,8.36,4.0,Allowed_With_Citation,8.0,2.797,68.12,High,Moderate,0.044
138200,Business,Senior,3.816,0.06,Ideation,Intermediate,1.0,False,16.02,4.0,Allowed_With_Citation,1.0,4.0,52.58,Medium,Light,0.184
138201,Medical,Junior,3.289,2.8,Direct_Answer_Generation,Intermediate,5.0,False,9.55,5.0,Strict_Ban,5.0,3.952,73.9,Medium,Light,0.663
138202,STEM,Junior,2.787,26.12,Debugging/Troubleshooting,Advanced,3.0,False,6.98,6.0,Actively_Encouraged,2.0,3.495,54.15,High,Heavy,0.708
138203,Business,Freshman,3.619,3.18,Debugging/Troubleshooting,Beginner,3.0,True,14.83,2.0,Actively_Encouraged,1.0,3.9,82.55,Low,Light,0.281
138204,Humanities,Freshman,3.596,9.19,Ideation,Beginner,2.0,False,14.44,5.0,Allowed_With_Citation,7.0,3.761,70.08,Low,Moderate,0.165
138205,Medical,Senior,3.769,6.2,Debugging/Troubleshooting,Advanced,5.0,False,10.71,2.0,Strict_Ban,4.0,4.0,89.25,Low,Moderate,0.231
138206,STEM,Junior,2.926,12.59,Debugging/Troubleshooting,Advanced,5.0,False,11.18,4.0,Allowed_With_Citation,6.0,3.318,79.87,Medium,Moderate,0.392
138207,Medical,Freshman,2.952,15.77,Summarizing_Reading,Intermediate,2.0,False,16.47,3.0,Allowed_With_Citation,3.0,3.236,91.67,Medium,Heavy,0.284
138208,Humanities,Freshman,2.223,2.53,Copywriting/Drafting,Intermediate,4.0,False,4.23,6.0,Allowed_With_Citation,6.0,2.374,51.21,Medium,Light,0.151
138209,Business,Sophomore,3.445,6.63,Ideation,Beginner,1.0,True,14.59,3.0,Allowed_With_Citation,4.0,3.455,73.72,Medium,Moderate,0.01
138210,Humanities,Sophomore,2.834,22.29,Copywriting/Drafting,Advanced,5.0,True,3.37,4.0,Allowed_With_Citation,5.0,3.205,72.11,Medium,Heavy,0.371
138211,Arts,Graduate,3.483,0.79,Ideation,Beginner,1.0,True,8.28,3.0,Actively_Encouraged,5.0,3.775,54.0,Medium,Light,0.292
138212,Business,Senior,3.035,2.44,Debugging/Troubleshooting,Beginner,3.0,True,12.94,1.0,Allowed_With_Citation,5.0,3.169,72.49,Medium,Light,0.134
138213,Business,Freshman,2.915,4.18,Ideation,Beginner,3.0,False,14.08,3.0,Allowed_With_Citation,2.0,2.937,92.94,Low,Light,0.022
138214,Business,Senior,3.381,0.26,Copywriting/Drafting,Intermediate,1.0,True,13.46,1.0,Actively_Encouraged,5.0,3.505,94.28,Low,Light,0.124
138215,Humanities,Junior,2.693,4.44,Copywriting/Drafting,Intermediate,3.0,False,9.7,1.0,Strict_Ban,2.0,2.945,47.28,Medium,Light,0.252
138216,STEM,Sophomore,3.163,34.82,Direct_Answer_Generation,Beginner,3.0,True,13.79,7.0,Strict_Ban,7.0,2.676,47.45,High,Heavy,-0.487
138217,Arts,Senior,3.604,0.51,Direct_Answer_Generation,Beginner,1.0,False,6.84,3.0,Actively_Encouraged,2.0,3.89,78.8,Low,Light,0.286
138218,STEM,Freshman,2.988,3.31,Debugging/Troubleshooting,Intermediate,2.0,True,13.84,2.0,Allowed_With_Citation,4.0,3.195,79.22,Low,Light,0.207
138219,Arts,Senior,3.209,13.43,Ideation,Beginner,1.0,False,8.65,5.0,Strict_Ban,8.0,3.498,81.75,Medium,Moderate,0.289
138220,Business,Graduate,3.849,1.36,Summarizing_Reading,Intermediate,2.0,False,5.84,3.0,Allowed_With_Citation,2.0,3.988,70.88,Medium,Light,0.139
138221,Humanities,Graduate,2.773,3.47,Copywriting/Drafting,Intermediate,4.0,True,4.56,5.0,Allowed_With_Citation,3.0,2.722,60.08,High,Light,-0.051
138222,Business,Senior,2.403,10.43,Direct_Answer_Generation,Intermediate,3.0,True,14.75,1.0,Allowed_With_Citation,9.0,2.684,92.51,High,Moderate,0.281
138223,Business,Graduate,3.458,15.32,Ideation,Beginner,2.0,False,14.48,4.0,Allowed_With_Citation,4.0,3.825,87.68,Medium,Heavy,0.367
138224,Business,Senior,2.864,21.63,Direct_Answer_Generation,Beginner,1.0,True,24.73,6.0,Actively_Encouraged,7.0,3.083,77.77,High,Heavy,0.219
138225,Arts,Senior,2.058,3.25,Copywriting/Drafting,Advanced,5.0,False,15.47,2.0,Strict_Ban,2.0,2.373,89.52,Medium,Light,0.315
138226,STEM,Freshman,3.356,12.89,Summarizing_Reading,Advanced,5.0,False,4.53,3.0,Allowed_With_Citation,6.0,3.344,73.79,Medium,Moderate,-0.012
138227,Medical,Freshman,3.389,16.95,Summarizing_Reading,Beginner,3.0,False,11.09,6.0,Allowed_With_Citation,6.0,3.446,74.58,Medium,Heavy,0.057
138228,Humanities,Senior,3.23,9.75,Summarizing_Reading,Intermediate,1.0,False,5.15,4.0,Strict_Ban,1.0,3.272,59.13,Medium,Moderate,0.042
138229,Arts,Graduate,2.979,1.37,Ideation,Advanced,4.0,True,7.53,1.0,Actively_Encouraged,1.0,3.07,64.6,Medium,Light,0.091
138230,STEM,Senior,2.445,10.89,Summarizing_Reading,Advanced,4.0,False,16.23,5.0,Strict_Ban,10.0,2.921,88.47,High,Moderate,0.476
138231,STEM,Junior,3.7,4.75,Summarizing_Reading,Intermediate,5.0,False,14.45,3.0,Strict_Ban,2.0,4.0,89.94,Medium,Light,0.3
138232,Business,Freshman,3.158,1.04,Ideation,Advanced,4.0,False,15.47,3.0,Actively_Encouraged,5.0,3.313,75.74,Low,Light,0.155
138233,Humanities,Graduate,3.117,5.04,Copywriting/Drafting,Intermediate,4.0,False,18.14,2.0,Allowed_With_Citation,3.0,3.55,51.01,Medium,Moderate,0.433
138234,Medical,Senior,2.874,1.26,Copywriting/Drafting,Intermediate,1.0,False,22.5,4.0,Actively_Encouraged,6.0,3.444,100.0,Low,Light,0.57
138235,STEM,Junior,3.46,10.12,Direct_Answer_Generation,Intermediate,4.0,False,11.04,2.0,Strict_Ban,8.0,3.813,68.7,High,Moderate,0.353
138236,STEM,Graduate,3.139,3.1,Ideation,Intermediate,3.0,True,1.0,2.0,Actively_Encouraged,3.0,3.44,100.0,Medium,Light,0.301
138237,STEM,Graduate,3.641,17.82,Debugging/Troubleshooting,Advanced,3.0,False,22.71,7.0,Allowed_With_Citation,9.0,4.0,97.88,High,Heavy,0.359
138238,STEM,Sophomore,3.075,4.56,Copywriting/Drafting,Beginner,1.0,True,12.7,1.0,Allowed_With_Citation,2.0,3.212,68.52,Low,Light,0.137
138239,Business,Junior,2.796,6.43,Copywriting/Drafting,Advanced,4.0,False,14.32,5.0,Allowed_With_Citation,6.0,3.125,63.84,Medium,Moderate,0.329
138240,Business,Freshman,2.88,27.48,Direct_Answer_Generation,Beginner,3.0,True,5.62,6.0,Strict_Ban,10.0,2.144,44.29,High,Heavy,-0.736
138241,Humanities,Graduate,3.854,0.84,Summarizing_Reading,Advanced,4.0,False,4.26,2.0,Allowed_With_Citation,6.0,3.794,67.33,Medium,Light,-0.06
138242,STEM,Freshman,3.168,5.05,Debugging/Troubleshooting,Intermediate,1.0,True,15.25,3.0,Allowed_With_Citation,5.0,3.442,80.84,Low,Moderate,0.274
138243,STEM,Graduate,3.003,2.75,Direct_Answer_Generation,Intermediate,2.0,False,18.41,5.0,Actively_Encouraged,7.0,3.564,74.27,Low,Light,0.561
